dataset,seed,sample_id,condition,certified_radius,certifiable,at_ceiling
ciciomt2024,1,s602463,A3_scaffolding,0.0,0,0
ciciomt2024,1,s670678,A3_scaffolding,0.0,0,0
ciciomt2024,1,s584696,A3_scaffolding,0.0,0,0
ciciomt2024,1,s657686,A3_scaffolding,0.0,0,0
ciciomt2024,1,s169401,A3_scaffolding,0.0,0,0
ciciomt2024,1,s741909,A3_scaffolding,0.0,0,0
ciciomt2024,1,s303847,A3_scaffolding,0.0,0,0
ciciomt2024,1,s252273,A3_scaffolding,0.0,0,0
ciciomt2024,1,s733344,A3_scaffolding,0.0,0,0
ciciomt2024,1,s266013,A3_scaffolding,0.0,0,0
ciciomt2024,1,s663697,A3_scaffolding,0.0,0,0
ciciomt2024,1,s230424,A3_scaffolding,0.0,0,0
ciciomt2024,1,s749936,A3_scaffolding,0.0,0,0
ciciomt2024,1,s603943,A3_scaffolding,0.0,0,0
ciciomt2024,1,s716226,A3_scaffolding,0.0,0,0
ciciomt2024,1,s690745,A3_scaffolding,0.0,0,0
ciciomt2024,1,s637892,A3_scaffolding,0.0,0,0
ciciomt2024,1,s691839,A3_scaffolding,0.0,0,0
ciciomt2024,1,s772556,A3_scaffolding,0.0,0,0
ciciomt2024,1,s211390,A3_scaffolding,0.0,0,0
ciciomt2024,1,s653518,A3_scaffolding,0.0,0,0
ciciomt2024,1,s192759,A3_scaffolding,0.0,0,0
ciciomt2024,1,s211744,A3_scaffolding,0.0,0,0
ciciomt2024,1,s777900,A3_scaffolding,0.0,0,0
ciciomt2024,1,s662359,A3_scaffolding,0.0,0,0
ciciomt2024,1,s196930,A3_scaffolding,0.0,0,0
ciciomt2024,1,s716860,A3_scaffolding,0.0,0,0
ciciomt2024,1,s271423,A3_scaffolding,0.0,0,0
ciciomt2024,1,s643074,A3_scaffolding,0.0,0,0
ciciomt2024,1,s693174,A3_scaffolding,0.0,0,0
ciciomt2024,1,s713676,A3_scaffolding,0.0,0,0
ciciomt2024,1,s287875,A3_scaffolding,0.0,0,0
ciciomt2024,1,s630353,A3_scaffolding,0.0,0,0
ciciomt2024,1,s192712,A3_scaffolding,0.0,0,0
ciciomt2024,1,s253445,A3_scaffolding,0.0,0,0
ciciomt2024,1,s654164,A3_scaffolding,0.0,0,0
ciciomt2024,1,s720302,A3_scaffolding,0.0,0,0
ciciomt2024,1,s757385,A3_scaffolding,0.0,0,0
ciciomt2024,1,s700617,A3_scaffolding,0.0,0,0
ciciomt2024,1,s189452,A3_scaffolding,0.0,0,0
ciciomt2024,1,s679979,A3_scaffolding,0.0,0,0
ciciomt2024,1,s222680,A3_scaffolding,0.0,0,0
ciciomt2024,1,s734307,A3_scaffolding,0.0,0,0
ciciomt2024,1,s594141,A3_scaffolding,0.0,0,0
ciciomt2024,1,s611433,A3_scaffolding,0.0,0,0
ciciomt2024,1,s297694,A3_scaffolding,0.0,0,0
ciciomt2024,1,s593579,A3_scaffolding,0.0,0,0
