dataset,seed,sample_id,condition,certified_radius,certifiable,at_ceiling
fiveg_nidd,1,s170503,clean,0.015771,1,0
fiveg_nidd,1,s121051,clean,0.0,0,0
fiveg_nidd,1,s160116,clean,0.0,0,0
fiveg_nidd,1,s156396,clean,0.0,0,0
fiveg_nidd,1,s349660,clean,0.0,0,0
fiveg_nidd,1,s174897,clean,0.0,0,0
fiveg_nidd,1,s159852,clean,0.044649,1,0
fiveg_nidd,1,s116777,clean,0.0,0,0
fiveg_nidd,1,s138901,clean,0.0,0,0
fiveg_nidd,1,s349163,clean,0.0,0,0
fiveg_nidd,1,s174554,clean,0.0,0,0
fiveg_nidd,1,s328013,clean,0.0,0,0
fiveg_nidd,1,s329238,clean,0.0,0,0
fiveg_nidd,1,s350371,clean,0.0,0,0
fiveg_nidd,1,s130407,clean,0.0,0,0
fiveg_nidd,1,s310598,clean,0.0,0,0
fiveg_nidd,1,s156510,clean,0.0,0,0
fiveg_nidd,1,s120798,clean,0.0,0,0
fiveg_nidd,1,s161220,clean,0.0,0,0
fiveg_nidd,1,s177850,clean,0.0,0,0
fiveg_nidd,1,s138572,clean,0.0,0,0
fiveg_nidd,1,s117765,clean,0.0,0,0
fiveg_nidd,1,s117378,clean,0.0,0,0
fiveg_nidd,1,s170711,clean,0.026699,1,0
fiveg_nidd,1,s157537,clean,0.0,0,0
fiveg_nidd,1,s126132,clean,0.0,0,0
fiveg_nidd,1,s349542,clean,0.0,0,0
fiveg_nidd,1,s327457,clean,0.0,0,0
fiveg_nidd,1,s155909,clean,0.0,0,0
fiveg_nidd,1,s174461,clean,0.0,0,0
fiveg_nidd,1,s329235,clean,0.0,0,0
fiveg_nidd,1,s179371,clean,0.041214,1,0
fiveg_nidd,1,s156588,clean,0.006902,1,0
fiveg_nidd,1,s124870,clean,0.0,0,0
fiveg_nidd,1,s160405,clean,0.0,0,0
fiveg_nidd,1,s327863,clean,0.0,0,0
fiveg_nidd,1,s170214,clean,0.0,0,0
fiveg_nidd,1,s160066,clean,0.0,0,0
fiveg_nidd,1,s118198,clean,0.0,0,0
fiveg_nidd,1,s156673,clean,0.0,0,0
fiveg_nidd,1,s287220,clean,0.0,0,0
fiveg_nidd,1,s161033,clean,0.0,0,0
fiveg_nidd,1,s156963,clean,0.0,0,0
fiveg_nidd,1,s138488,clean,0.0,0,0
fiveg_nidd,1,s124872,clean,0.0,0,0
fiveg_nidd,1,s160603,clean,0.0,0,0
fiveg_nidd,1,s310229,A1_misdirection,0.098295,1,1
fiveg_nidd,1,s170696,A1_misdirection,0.054638,1,0
